Número secuencial;Sección Electoral;Código Postal;Hora de inicio de la entrevista;Hora de terminación de la entrevista;Sexo;Edad;Estado Civil;Grado máximo de estudios;Habitantes en el hogar;Personas_0_6;Personas_7_17;Personas_18_30;Personas_31_45;Personas_46_65;Personas_66_más;Relación con el jefe de familia;Tiene alguna actividad por la que recibe ingresos;¿Ha consumido alguna bebida alcohólica en los últimos 6 meses?;Principal razón por la que no bebe;Toma cerveza;Toma ron;ron2;Toma brandy;brandy2;Toma cognac;cognac2;Toma tequila;tequila2;Toma mezcal/aguardiente;mezcal2;Toma whisky;Toma vodka;vodka2;Toma ginebra;Toma anís;Toma vino tinto;Toma vino blanco;Toma bebida combinada;Toma bebida energizante;Toma pulque;Toma crema/bebida dulce;Toma otra bebida;Otro (especif.);Toma cerveza (frecuencia);Toma ron (frecuencia);Toma brandy (frecuencia);Toma cognac (frecuencia);Toma tequila (frecuencia);Toma mezcal/aguardte (frecuencia);Toma whisky (frecuencia);Toma vodka (frecuencia);Toma ginebra (frecuencia);Toma anís (frecuencia);Toma vino tinto (frecuencia);Toma vino blanco (frecuencia);Toma bebida combinada (frecuencia);Toma bebida energética (frecuencia);Toma pulque (frecuencia);Toma crema/bebida dulce (frecuencia);Toma otra bebida (1) (frecuencia);Toma cerveza (cantidad);Toma cerveza caguama (cantidad);Toma cerveza (cantidad sumada);Toma ron (cantidad);Toma brandy (cantidad);Toma cognac (cantidad);Toma tequila (cantidad);Toma mezcal/agdte (cantidad);Toma whisky (cantidad);Toma vodka (cantidad);Toma ginebra (cantidad);Toma anís (cantidad);Toma vino tinto (cantidad);Toma vino blanco (cantidad);Toma bebida combinada (cantidad);Toma bebida energética (cantidad);Toma pulque (cantidad);Toma crema/bebida dulce (cantidad);Toma otra bebida (1) (cantidad);Cerveza_Marca_A;Cerveza_Marca_B;Ron_Marca_A;Ron_Marca_B;Brandy_Marca_A;Brandy_Marca_B;Cognac_Marca_A;Cognac_Marca_B;Tequila_Marca_A;Tequila_Marca_B;Mezcal_Marca_A;Mezcal_Marca_B;Whisky_Marca_A;Whisky_Marca_B;Vodka_Marca_A;Vodka_Marca_B;Ginebra_Marca_A;Ginebra_Marca_B;Anís_Marca_A;Anís_Marca_B;VinoT_Marca_A;VinoT_Marca_B;VinoB_Marca_A;VinoB_Marca_B;Combina_Marca_A;Combina_Marca_B;Energ_Marca_A;Energ_Marca_B;Pulque_Marca_A;Pulque_Marca_B;Crema_Marca_A;Crema_Marca_B;Otra_1_Marca_A;Otra_1_Marca_B;Cerveza_Marca_A_razón;Cerveza_Marca_B_razón;Ron_Marca_A_razón;Ron_Marca_B_razón;Brandy_Marca_A_razón;Brandy_Marca_B_razón;Cognac_Marca_A_razón;Cognac_Marca_B_razón;Tequila_Marca_A_razón;Tequila_Marca_B_razón;Mezcal_Marca_A_razón;Mezcal_Marca_B_razón;Whisky_Marca_A_razón;Whisky_Marca_B_razón;Vodka_Marca_A_razón;Vodka_Marca_B_razón;Ginebra_Marca_A_razón;Ginebra_Marca_B_razón;Anís_Marca_A_razón;Anís_Marca_B_razón;VinoT_Marca_A_razón;VinoT_Marca_B_razón;VinoB_Marca_A_razón;VinoB_Marca_B_razón;Combina_Marca_A_razón;Combina_Marca_B_razón;Energ_Marca_A_razón;Energ_Marca_B_razón;Pulque_Marca_A_razón;Pulque_Marca_B_razón;Crema_Marca_A_razón;Crema_Marca_B_razón;Otra_1_Marca_A_razón;Otra_1_Marca_B_razón;Principal lugar donde consume bebidas;Porqué bebe;¿Ha tenido alguna vez problemas luego de beber?;Choque de automóvil;Problema con autoridades;Problemas familiares;Problema en el trabajo;Problemas en la escuela;Riña, agresión, violencia;Problemas de salud;Pérdida de memoria;Pérdida de conciencia;Sentimiento de culpa;Otro problema;Cuando bebe, ¿maneja?;¿Le han hecho la prueba del alcoholímetro?;Resultado de prueba del alcoholímetro;Edad a la primera vez que bebió;Nivel de Ingresos;Medio de transporte principal;Automóvil;Metro;Gasto semanal en transporte;Tiene tel. móvil;Marca tel. móvil;Tel. móvil (razón marca);Compañía tel. móvil;Forma de pago tel. móvil;Compañía tel. móvil (calificación del servicio);Coyoacán_Seguridad;Coyoacán_Transporte;Coyoacán_Vías de Comunicación;Coyoacán_Calidad de Vida;Coyoacán_Corrupción;Coyoacán_Servs_Públicos;Coyoacán_Escolar;Coyoacán_Medio_Ambiente;Coyoacán_Cultura;Seguridad_DF;Seguridad_MEXICO;Empleo_DF;Empleo_MEXICO;Economía_DF;Economía_MEXICO;Pobreza_DF;Pobreza_MEXICO;Corrupción_DF;Corrupción_MEXICO;Educación_DF;Educación_MEXICO;Salud_DF;Salud_MEXICO;Narco_DF;Narco_MEXICO;DH_DF;DH_MEXICO;Medio Ambiente_DF;Medio Ambiente_MEXICO;Calificación a Andrés Manuel López Obrador;Calificación a Claudia Sheinbaum;Calificación a Alcalde Coyoacán;No. de focos en la vivienda;Edad (rangos);Estado Civil (2);Grado máximo de estudios (rangos);Años de estudio (estimado);Nivel Socioeconómico (2 categorías);Nivel de Ingresos (recodificado);Focos per cápita;Razón por la que no bebe;Índice de Consumo Mensual de Bebidas Alcohólicas;Índice de Consumo de B. Alcohólicas (2 categorías)
16;405;4300;3:49:00 AM;4:28:00 AM;Mujer;40;Soltero;Prepa (o equivalente) completa;3;0;0;0;1;0;2;Hijo (a);Sí;Sí;;Sí;Sí;1;Sí;1;No;0;No;0;No;0;No;No;0;No;No;Sí;No;No;No;No;Sí;No;;1 vez a la semana;1 vez al mes;1 vez al mes;;;;;;;;Mas de 2 veces a la semana;;;;;Mas de 2 veces a la semana;;1;0;1;1;1;;;;;;;;1;;;;;1;;BOHEMIA;SOL;BACARDI;;TORRES 10;TORRES 20;;;;;;;;;;;;;;;MERLOT;MALBEC;;;;;;;;;SPERRYS;;;;Sabor;Sabor;Costumbre;;Costumbre;Bebida de categoría;;;;;;;;;;;;;;;Costumbre;Costumbre;;;;;;;;;Sabor;;;;Casa de amigos, de familiares;Por gusto;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;18;> 10 SM;Automóvil;1;0;1200,00;Sí;Apple;Cámara fotos;Telcel;Plan;Muy bueno;Muy buena;NS/NC;NS/NC;Muy buena;Muy Mala;Regular;Buena;Regular;Buena;8;5;9;8;4;3;4;3;2;1;10;7;10;5;5;1;5;4;2;2;10;9;6;27;30-49;Soltero;Hasta prepa (o equivalente) completa;12;Medio-Alto;> 7 SM;9,00;;32,30;Medio-Alto
134;696;4100;1:15:00 AM;1:38:00 AM;Mujer;49;Casado;Maestría (completa o pasante);4;0;1;1;0;2;0;Es jefe (a) de familia;Sí;Sí;;No;No;0;No;0;No;0;No;0;Sí;1;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;1 vez al mes;;;;;;;;;;;;0;0;0;;;;;2;;;;;;;;;;;;;;;;;;;;;;MITRE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Calidad;;;;;;;;;;;;;;;;;;;;;;;;;Casa de amigos, de familiares;Por gusto;No;;;;;;;;;;;;Nunca;No;;17;3-5 SM;Automóvil;1;0;300,00;Sí;Samsung;Precio;Telcel;Plan;Regular;Muy Mala;Mala;Regular;Muy buena;Buena;Buena;Regular;NS/NC;Regular;1;2;5;NS/NC;NS/NC;NS/NC;4;3;1;1;7;7;5;3;5;5;NS/NC;NS/NC;5;6;1;1;4;35;30-49;Casado-Unión Libre;Licenciatura o más;19;Medio-Alto;2 - 7 SM;8,75;;2,00;Bajo-Medio
81;591;04480;2:50:00 AM;2:58:00 AM;Hombre;31;Casado;Licenciatura completa (o pasante);3;1;0;1;1;0;0;Es jefe (a) de familia;Sí;Sí;;0;0;0;0;0;0;0;Sí;1;0;0;Sí;Sí;1;0;0;Sí;0;0;0;0;0;0;0;0;0;0;0;1 vez a la quincena;0;1 vez al mes;1 vez al mes;0;0;1 vez a la semana;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;1;0;0;0;0;0;0;;;;;;;;;DON JULIO;;;;JACK DANIEL'S;;ABSOLUT;;;;;;L.A. CETTO;;;;;;;;;;;;;;;;;;;;;;Calidad;;;;Bebida de categoría;;Pureza;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;19;5-7 SM;Automóvil;1;0;900,00;Sí;Apple;Facilidad uso y manejo;AT&T;Plan;Muy bueno;Regular;Regular;Buena;Buena;Regular;Buena;Muy buena;Buena;Muy buena;4;4;7;5;5;5;4;4;3;3;7;6;6;5;4;3;5;4;7;5;7;7;6;8;30-49;Casado-Unión Libre;Licenciatura o más;17;Bajo-Medio;2 - 7 SM;2,67;;12,30;Bajo-Medio
19;600;4480;1:32:00 AM;1:58:00 AM;Hombre;28;Soltero;Licenciatura completa (o pasante);3;0;0;3;0;0;0;Hijo (a);Sí;Sí;;Sí;No;0;No;0;No;0;Sí;1;No;0;Sí;Sí;1;No;No;No;No;No;No;No;No;No;;1 vez a la semana;;;;1 vez a la semana;;1 vez a la semana;1 vez a la semana;;;;;;;;;;8;0;8;;;;6;;4;5;;;;;;;;;;Heineken;Modelo;;;;;;;José Cuervo;Don Julio;;;Johnnie Walker;Jack Daniels;Smirnoff;;;;;;;;;;;;;;;;;;;;Sabor;Precio;;;;;;;Sabor;Efecto estimulante;;;Costumbre;;Efecto estimulante;;;;;;;;;;;;;;;;;;;;Bares, cantinas, antros;Para convivir;Sí;;Sí;;;;;;;;;;A veces;Sí;Rebasó nivel permitido;15;1-2 SM;Automóvil;1;0;800,00;Sí;LG;Sistema Operativo;Telcel;Prepago;Bueno;Buena;Muy buena;Buena;Buena;Mala;Buena;Muy buena;Buena;Regular;7;4;8;7;8;6;3;7;3;6;9;5;9;7;5;3;7;5;7;5;7;9;5;9;18-29;Soltero;Licenciatura o más;17;Bajo-Medio;<= 2 SM;3,00;;98,90;Medio-Alto
68;417;04369;2:35:00 AM;2:58:00 AM;Hombre;40;Casado;Prepa (o equivalente) incompleta;5;2;0;0;2;0;1;Es jefe (a) de familia;Sí;Sí;;Sí;Sí;1;Sí;1;No;0;Sí;1;No;0;No;Sí;1;No;No;Sí;No;No;No;No;No;No;;1 vez a la quincena;1 vez a la semana;2 veces a la semana;;1 vez a la semana;;;1 vez a la semana;;;1 vez al mes;;;;;;;3;1;6;3;2;;3;;;3;;;3;;;;;;;Corona;Victoria;Havana;Familia Serrall;Felipe;1866;;;Gran Patrón;José Cuervo;;;;;Karat;;;;;;Merlot;;;;;;;;;;;;;;Precio;Precio;Sabor;Sabor;Bebida suave, ligera;Bebida suave, ligera;;;Efecto estimulante;Efecto estimulante;;;;;Precio;;;;;;Bebida suave, ligera;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;15;5-7 SM;Automóvil;1;0;400,00;Sí;LG;Facilidad uso y manejo;Telcel;Prepago;Bueno;Mala;Mala;NS/NC;Buena;Regular;Buena;Buena;Regular;Buena;3;2;3;3;3;3;3;3;2;2;6;6;7;7;3;1;7;7;7;7;6;6;6;8;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;10,5;Bajo-Medio;2 - 7 SM;1,60;;70,90;Medio-Alto
71;417;04369;5:20:00 AM;5:36:00 AM;Hombre;27;Unión libre;Prepa (o equivalente) incompleta;2;1;0;2;0;0;0;Es jefe (a) de familia;No;Sí;;Sí;Sí;1;No;0;Sí;1;No;0;No;0;No;Sí;1;No;No;No;No;No;No;No;No;No;;1 vez a la quincena;1 vez a la quincena;;1 vez al mes;;;;2 veces a la semana;;;;;;;;;;4;2;10;3;;2;;;;4;;;;;;;;;;XX;Heineken;Serralles;;;;Martell;;;;;;;;Smirnoff;;;;;;;;;;;;;;;;;;;;Precio;Precio;Bebida suave, ligera;;;;Efecto estimulante;;;;;;;;Efecto estimulante;;;;;;;;;;;;;;;;;;;;Casa de amigos, de familiares;Por gusto;Sí;;;;;;;;;;;;No maneja / Sin automóvil;Sí;No rebasó nivel permitido;15;5-7 SM;Automóvil;1;0;300,00;Sí;Sony;Calidad;Virgin Mobile;Prepago;Bueno;Buena;Mala;Mala;Mala;Buena;Regular;Buena;Regular;Muy buena;4;4;8;7;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;0;0;0;0;18-29;Casado-Unión Libre;Hasta prepa (o equivalente) completa;10,5;Bajo-Medio;2 - 7 SM;0,00;;62,40;Medio-Alto
44;725;04310;3:58:00 PM;4:21:00 PM;Hombre;30;Divorciado/Separado;Licenciatura incompleta;4;1;0;0;1;0;2;Hijo (a);Sí;Sí;;Sí;Sí;1;Sí;1;Sí;1;No;0;No;0;Sí;Sí;1;Sí;No;Sí;No;Sí;No;No;Sí;No;;Mas de 2 veces a la semana;1 vez al mes;1 vez al mes;1 vez al mes;;;1 vez al mes;1 vez al mes;1 vez al mes;;1 vez al mes;;1 vez al mes;;;1 vez al mes;;12;6;30;12;12;12;;;12;12;12;;12;;12;;12;;;MODELO;TECATE;BARAIMA;BACARDI;TORRES 10;;VSOP;;CAZADORES;JOSÉ CUERVO;;;JOHNIEE WALKER;PASSPORT;ABSOLUT;;OSO NERO;;;;CASA MADERO;;;;SKY BLUE;VIÑA REAL;;;;;BAILEYS;;;;Sabor;Efecto estimulante;Sabor;Precio;Sabor;;Sabor;;Sabor;Calidad;;;Calidad;Sabor;Sabor;;Sabor;;;;Precio;;;;Sabor;Precio;;;;;Calidad;;;;Fiestas, reuniones particulares;25;Sí;No;No;No;No;No;No;No;Sí;Sí;No;;A veces;Sí;No rebasó nivel permitido;15;5-7 SM;Automóvil;1;0;500,00;Sí;Huawei;Facilidad uso y manejo;AT&T;Prepago;Bueno;Regular;Muy buena;Buena;Regular;Buena;Buena;Regular;Buena;Buena;5;7;8;6;7;7;8;6;8;5;8;6;7;5;9;10;7;4;8;4;8;8;5;16;30-49;Divorciado/Separado;Licenciatura o más;14,5;Medio-Alto;2 - 7 SM;4,00;;486,00;Medio-Alto
95;347;4330;10:34:00 AM;10:45:00 AM;Mujer;46;Soltero;Secundaria completa;3;0;0;1;1;1;0;Es jefe (a) de familia;Sí;Sí;;Sí;Sí;1;No;0;No;0;No;0;Sí;1;Sí;Sí;1;No;No;No;No;No;No;No;No;No;;1 vez a la semana;1 vez al mes;;;;1 vez al mes;2 veces a la semana;1 vez a la semana;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;TECATE;BUD LIGT;ZACAPA;FLOR DE CAÑA;;;;;;;400 CONEJOS;AMORES;JOHNNIE WALKER;JACK DANIEL'S;ABSOLUT;SMIRNOFF;;;;;;;;;;;;;;;;;;;Precio;Bebida de categoría;Pureza;Bebida de categoría;;;;;;;Precio;Bebida suave, ligera;Recomendación;Costumbre;Bebida de categoría;Recomendación;;;;;;;;;;;;;;;;;;;Bares, cantinas, antros;Por gusto;No;;;;;;;;;;;;Nunca;;;18;Hasta 1 SM;Automóvil;1;0;200,00;Sí;Apple;Apariencia;Telcel;Prepago;Regular;Mala;Mala;Mala;Regular;Regular;Regular;Muy Mala;Mala;Mala;4;3;7;5;6;6;3;4;5;6;6;7;5;7;4;4;4;6;7;8;8;5;6;6;30-49;Soltero;Hasta prepa (o equivalente) completa;9;Bajo-Medio;<= 2 SM;2,00;;0,00;
120;663;04909;2:35:00 AM;2:47:00 AM;Hombre;31;Unión libre;Prepa (o equivalente) completa;4;1;1;0;2;0;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;Sí;1;No;0;Sí;No;0;No;No;No;No;No;No;No;No;No;;Mas de 2 veces a la semana;;;;1 vez a la quincena;;1 vez a la quincena;;;;;;;;;;;2;2;8;;;;3;;3;;;;;;;;;;;CORONA;VICTORIA;;;;;;;JOSE CUERVO;CABRITO;;;CHIVAS;RED LABEL;;;;;;;;;;;;;;;;;;;;;Calidad;Mensajes publicitarios;;;;;;;Pureza;Sabor;;;Pureza;Sabor;;;;;;;;;;;;;;;;;;;;;Bares, cantinas, antros;Por gusto;No;;;;;;;;;;;;Nunca;No;;NS/NC;1-2 SM;Motocicleta;0;0;350,00;Sí;Huawei;Facilidad uso y manejo;Unefon;Prepago;Regular;Regular;Regular;Regular;Buena;Regular;Buena;Buena;Regular;Buena;4;2;8;7;6;7;6;7;4;2;8;4;6;5;4;3;8;7;3;7;8;8;6;12;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;12;Medio-Alto;<= 2 SM;3,00;;116,00;Medio-Alto
87;591;04480;1:07:00 PM;1:23:00 PM;Hombre;29;Soltero;Prepa (o equivalente) completa;7;0;0;4;0;3;0;Hijo (a);Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;Sí;No;0;No;No;Sí;No;No;No;No;No;No;NA;Mas de 2 veces a la semana;;;;;;Mas de 2 veces a la semana;;;;Mas de 2 veces a la semana;;;;;;;2;0;2;;;;;;7;;;;3;;;;;;;TECATE;CORONA;;;;;;;;;;;Ballantines;BUCHANAS;;;;;;;EL CASILLERO DEL D;;;;;;;;;;;;;;Precio;Precio;;;;;;;;;;;Sabor;Calidad;;;;;;;Sabor;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;A veces;No;;NS/NC;2-3 SM;Motocicleta;0;0;100,00;Sí;Samsung;Otra;Telcel;Prepago;Muy malo;Muy Mala;Muy Mala;Muy Mala;Mala;Muy Mala;Muy Mala;Regular;Muy Mala;Muy Mala;1;1;6;4;6;2;1;1;1;1;7;7;6;6;1;1;1;1;1;1;7;5;2;;18-29;Soltero;Hasta prepa (o equivalente) completa;12;;2 - 7 SM;;;156,00;Medio-Alto
124;663;04909;3:41:00 AM;3:55:00 AM;Hombre;42;Casado;Secundaria incompleta;3;0;0;2;1;0;0;Es jefe (a) de familia;Sí;No;Me gustan preo temo enviciarme;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3-5 SM;Motocicleta;0;0;200,00;Sí;Huawei;Precio;Telcel;Prepago;Regular;Mala;Regular;Regular;Buena;Regular;Regular;Regular;Mala;Muy buena;7;2;7;9;6;7;6;7;1;1;9;5;6;5;3;2;7;5;4;9;9;6;6;15;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;7,5;Medio-Alto;2 - 7 SM;5,00;Lo considera conveniente;;
97;347;4330;11:05:00 AM;11:20:00 AM;Hombre;36;Casado;Licenciatura incompleta;2;0;0;0;1;1;0;Es jefe (a) de familia;Sí;Sí;;No;No;0;Sí;1;No;0;Sí;1;No;0;No;No;0;No;Sí;Sí;No;No;No;No;No;No;;;;2 veces a la semana;;1 vez a la quincena;;;;;1 vez a la quincena;1 vez al mes;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;FUNDADOR;PRESIDENTE;;;CUERVO;DON RAMON;;;;;;;;;CHINCHON;LAS CADENAS;PARTEGER;LOA;;;;;;;;;;;;;;;;;Mensajes publicitarios;Efecto estimulante;;;Bebida de categoría;Precio;;;;;;;;;Precio;Sabor;Precio;Pureza;;;;;;;;;;;;;La calle / en el automóvil;Porque me ayuda;No;;;;;;;;;;;;A veces;No;;20;3-5 SM;Motocicleta;0;0;70,00;Sí;Samsung;Precio;Movistar;Plan;Malo;Mala;Regular;Buena;Mala;Muy Mala;Muy Mala;Regular;Muy Mala;Mala;4;2;6;5;6;5;5;3;7;4;7;5;5;7;5;3;7;9;7;8;8;4;3;9;30-49;Casado-Unión Libre;Licenciatura o más;14,5;Bajo-Medio;2 - 7 SM;4,50;;0,00;
14;405;4300;2:49:00 AM;3:19:00 AM;Hombre;27;Soltero;Licenciatura completa (o pasante);1;0;0;1;0;0;0;Es jefe (a) de familia;Sí;Sí;;Sí;Sí;1;No;0;No;0;Sí;1;No;0;Sí;Sí;1;No;No;No;No;No;No;No;No;No;;1 vez a la semana;1 vez a la quincena;;;1 vez a la quincena;;1 vez a la quincena;1 vez a la quincena;;;;;;;;;;5;0;5;1;;;1;;1;1;;;;;;;;;;VICTORIA;INDIO;BACARDI;;;;;;DON JULIO;;;;BUCHANANS;;SMIRNOFF;;;;;;;;;;;;;;;;;;;;Sabor;Sabor;Costumbre;;;;;;Efecto estimulante;;;;Efecto estimulante;;Efecto estimulante;;;;;;;;;;;;;;;;;;;;Bares, cantinas, antros;Por diversión;Sí;;Sí;;;;;;Sí;;;;A veces;Sí;No rebasó nivel permitido;17;5-7 SM;Motocicleta;0;0;900,00;Sí;Motorola;Sistema Operativo;AT&T;Prepago;Muy bueno;Muy buena;Muy Mala;Regular;Buena;Muy Mala;Regular;Buena;Mala;Muy buena;1;1;6;3;8;7;5;4;1;1;7;5;9;3;4;1;1;1;1;5;5;5;0;11;18-29;Soltero;Licenciatura o más;17;Medio-Alto;2 - 7 SM;11,00;;29,50;Medio-Alto
106;347;4330;11:07:00 AM;11:20:00 AM;Mujer;62;Casado;Prepa (o equivalente) completa;5;0;2;1;0;1;1;Esposo (a);Sí;Sí;;Sí;Sí;1;No;0;No;0;No;0;No;0;No;Sí;1;No;No;No;No;No;No;No;No;No;;1 vez al mes;1 vez a la quincena;;;;;;1 vez al mes;;;;;;;;;;4;2;10;;;;;;3;;;;;;;;;;;INDIO;CORONA;PUNTACA;FLOR DE CAÑA;;;;;;;;;;;SMIRNOFF;SKYY;;;;;;;;;;;;;;;;;;;Calidad;Precio;Sabor;Precio;;;;;;;;;;;Calidad;Pureza;;;;;;;;;;;;;;;;;;;Bares, cantinas, antros;Porque lo necesito;No;;;;;;;;;;;;A veces;Sí;Rebasó nivel permitido;18;1-2 SM;Motocicleta;0;0;90,00;Sí;Nokia;Precio;Telcel;Prepago;Muy bueno;Mala;Regular;Regular;Regular;Buena;Mala;Muy buena;Regular;Muy Mala;6;2;6;5;6;4;4;6;5;6;6;4;2;8;2;3;6;7;4;5;9;5;8;19;50 +;Casado-Unión Libre;Hasta prepa (o equivalente) completa;12;Medio-Alto;<= 2 SM;3,80;;10,00;Bajo-Medio
96;347;4330;10:47:00 AM;10:59:00 AM;Hombre;29;Soltero;Prepa (o equivalente) completa;7;0;1;1;1;3;1;Hermano (a);Sí;Sí;;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;Sí;Sí;No;No;No;No;;;;;;;;;;;;;1 vez al mes;1 vez al mes;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIAMANTE;CALIFORNIA;VIÑA REAL;CARIBE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pureza;Bebida de categoría;Sabor;Pureza;;;;;;;;;Casa de amigos, de familiares;Para mitigar penas o problemas;No;;;;;;;;;;;;Nunca;;;19;1-2 SM;Bicicleta;0;0;15,00;Sí;Samsung;Calidad;AT&T;Plan;Bueno;Mala;Mala;Regular;Mala;Mala;Mala;Mala;Mala;Regular;6;3;4;3;7;6;4;4;8;3;6;6;7;6;7;4;7;8;6;7;10;7;4;8;18-29;Soltero;Hasta prepa (o equivalente) completa;12;Bajo-Medio;<= 2 SM;1,14;;0,00;
105;347;4330;10:47:00 AM;11:05:00 AM;Hombre;24;Soltero;Licenciatura completa (o pasante);3;0;0;2;0;1;0;Hijo (a);No;Sí;;Sí;No;0;Sí;1;No;0;No;0;Sí;1;No;No;0;No;Sí;No;No;Sí;No;No;Sí;No;;1 vez a la quincena;;1 vez al mes;;;1 vez al mes;;;;1 vez al mes;;;1 vez al mes;;;1 vez a la semana;;2;0;2;3;;;3;;;;2;;;3;;;2;;;DOS EQUIS;TECATE;;;TORRES;LUIS FELIPE;;;;;DON ARMANDO;AMORES;;;;;;;MICO;CHINCHON;;;;;CARIBE;VIÑA REAL;;;;;ARTESANAL;;;;Sabor;Calidad;;;Calidad;Bebida de categoría;;;;;Mensajes publicitarios;Precio;;;;;;;Precio;Sabor;;;;;Sabor;Mensajes publicitarios;;;;;Sabor;Precio;;;Casa de amigos, de familiares;Por diversión;Sí;Sí;;;Sí;;;Sí;;;;;Siempre o casi siempre;No;;17;No sabe / No contestó;Bicicleta;0;0;20,00;Sí;Samsung;Calidad;Unefon;Plan;Muy malo;Regular;Regular;Mala;Buena;Regular;Mala;Muy buena;Muy buena;Mala;6;3;7;5;6;5;6;4;3;3;6;5;6;4;4;4;8;7;8;5;8;9;6;9;18-29;Soltero;Licenciatura o más;17;Bajo-Medio;;3,00;;4,00;Bajo-Medio
41;725;04310;2:30:00 PM;2:48:00 PM;Mujer;52;Casado;Licenciatura completa (o pasante);4;0;0;2;0;2;0;Esposo (a);Sí;Sí;;Sí;No;0;No;0;No;0;Sí;1;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez al mes;;;;1 vez al mes;;;;;;;;;;;;;1;0;1;;;;2;;;;;;;;;;;;;VICTORIA;CORONA;;;;;;;DON JULIO;JIMADOR;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;Costumbre;;;;;;;Sabor;Costumbre;;;;;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;Sí;;;;;;;;;;;;Nunca;No;;23;3-5 SM;Taxi;0;0;250,00;Sí;Motorola;Precio;Telcel;Plan;Bueno;Regular;Regular;Regular;Regular;Regular;Regular;Buena;Mala;Regular;5;4;7;7;7;6;6;5;6;7;8;6;7;5;6;8;6;5;4;5;7;8;7;21;50 +;Casado-Unión Libre;Licenciatura o más;17;Medio-Alto;2 - 7 SM;5,25;;3,00;Bajo-Medio
17;405;4300;4:34:00 AM;4:51:00 AM;Mujer;43;Casado;Licenciatura incompleta;4;1;1;0;2;0;0;Esposo (a);No;No;Otra razón;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NS/NC;No tengo ingresos;Taxi;0;0;300,00;Sí;Samsung;Cámara fotos;Movistar;Plan;Bueno;Regular;Buena;NS/NC;Regular;NS/NC;Regular;Muy buena;Regular;Buena;1;1;NS/NC;NS/NC;6;6;6;6;1;1;9;5;9;7;1;1;6;6;7;6;9;9;9;9;30-49;Casado-Unión Libre;Licenciatura o más;14,5;Bajo-Medio;;2,25;Lo considera conveniente;;
24;600;4480;5:02:00 AM;5:28:00 AM;Mujer;58;Casado;Prepa (o equivalente) incompleta;2;0;0;1;0;1;0;Es jefe (a) de familia;Sí;No;Llego a tomar pero muy poco;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;2-3 SM;Taxi;0;0;400,00;Sí;Samsung;Calidad;Telcel;Prepago;Bueno;Mala;Muy buena;Muy buena;Buena;Regular;Muy buena;Muy buena;Buena;Regular;5;5;8;6;8;3;3;8;5;5;8;6;9;7;5;5;9;9;8;8;9;9;7;7;50 +;Casado-Unión Libre;Hasta prepa (o equivalente) completa;10,5;Bajo-Medio;2 - 7 SM;3,50;Lo considera conveniente;;
